0,0,0
0,0,1
0,0,2
0,0,3
0,0,4
0,0,5
11,0,6
310,3450,7
1195,35842,8
2612,84237,9
4434,1.2555e+05,10
5355,1.5487e+05,11
6902,1.8733e+05,12
8824,2.2754e+05,13
9164,2.3934e+05,14
7850,2.3508e+05,15
5785,2.2704e+05,16
4490,2.2219e+05,17
3268,2.1721e+05,18
2520,2.1278e+05,19
1978,2.0895e+05,20
1445,2.033e+05,21
1065,1.9902e+05,22
1139,1.9533e+05,23
1090,1.882e+05,24
889,1.7989e+05,25
695,1.7151e+05,26
660,1.6116e+05,27
547,1.5364e+05,28
528,1.4594e+05,29
372,1.3548e+05,30
284,1.2571e+05,31
291,1.161e+05,32
294,1.0626e+05,33
240,99893,34
193,92069,35
167,83327,36
74,75899,37
51,67454,38
64,60321,39
50,54890,40
39,47557,41
16,39518,42
11,33484,43
0,26755,44
0,22311,45
0,19212,46
0,13965,47
0,10481,48
0,7433,49
0,5086,50
0,3951,51
0,2594,52
0,2028,53
0,1226,54
0,773,55
0,527,56
0,373,57
0,308,58
0,263,59
0,178,60
0,83,61
0,35,62
0,30,63
0,0,64
0,27,65
0,10,66
0,0,67
0,0,68
0,0,69
0,0,70
0,0,71
0,0,72
0,0,73
0,0,74
0,0,75
0,0,76
0,0,77
0,0,78
0,0,79
0,0,80
0,0,81
0,0,82
0,0,83
0,0,84
0,0,85
0,0,86
0,0,87
0,0,88
0,0,89
0,0,90
0,0,91
