aggregateSizeList1,aggregateSizeList2
11.8065024,Sa
3.89461248,Sa
21.71169792,Sa
3.03595776,Sa
12.4198272,Sa
12.1131648,Sa
0.3066624,Sa
8.5865472,Sa
13.86114048,Sa
2.82129408,Sa
4.78393344,Sa
24.0729984,Sa
3.80261376,Sa
8.52521472,Sa
3.12795648,Sa
9.07720704,Sa
13.09448448,Sa
3.55728384,Sa
6.65457408,Sa
12.266496,Sa
0.82798848,Sa
3.5266176,Sa
1.90130688,Sa
7.54389504,Sa
3.77194752,Sa
16.62110208,Sa
4.81459968,Sa
6.34791168,Sa
9.59853312,Sa
0.79732224,Sa
2.7599616,Sa
6.07191552,Sa
3.12795648,Sa
2.6066304,Sa
0.3066624,Sa
1.87064064,Sa
2.54529792,Sa
0.33732864,Sa
7.42123008,Sa
0.82798848,Sa
4.50793728,Sa
0.3066624,Sa
1.90130688,Sa
2.05463808,Sa
0.3066624,Sa
0.36799488,Sa
8.5865472,Sa
14.38246656,Sa
8.06522112,Sa
1.533312,Sa
5.33592576,Sa
1.71730944,Sa
3.34262016,Sa
14.53579776,Sa
6.53190912,Sa
11.1931776,Sa
5.79591936,Sa
5.18259456,Sa
0.67465728,Sa
1.87064064,Sa
7.9732224,Sa
1.41064704,Sa
2.9132928,Sa
0.9199872,Sa
3.31195392,Sa
10.733184,Sa
0.39866112,Sa
4.53860352,Sa
1.96263936,Sa
2.17730304,Sa
6.93057024,Sa
5.2132608,Sa
2.23863552,Sa
3.74128128,Sa
4.23194112,Sa
2.02397184,Sa
2.11597056,Sa
1.0733184,Sa
1.96263936,Sa
21.40503552,Sa
5.48925696,Sa
4.69193472,Sa
2.48396544,Sa
1.41064704,Sa
0.73598976,Sa
3.61861632,Sa
6.96123648,Sa
0.33732864,Sa
0.98131968,Sa
1.96263936,Sa
1.90130688,Sa
9.07720704,Sa
0.3066624,Sa
10.24252416,Sa
1.0733184,Sa
1.13465088,Sa
4.04794368,Sa
7.14523392,Sa
1.533312,Sa
3.74128128,Sa
1.2266496,Sa
7.17590016,Sa
1.16531712,Sa
7.23723264,Sa
1.93197312,Sa
1.01198592,Sa
9.53720064,Sa
0.79732224,Sa
2.9132928,Sa
1.41064704,Sa
3.25062144,Sa
1.74797568,Sa
0.64399104,Sa
0.36799488,Sa
5.76525312,Sa
0.36799488,Sa
4.72260096,Sa
7.91188992,Sa
0.39866112,Sa
6.5932416,Sa
1.59464448,Sa
2.63729664,Sa
3.40395264,Sa
1.44131328,Sa
1.93197312,Sa
1.96263936,Sa
0.766656,Sa
5.18259456,Sa
19.65705984,Sa
1.9933056,Sa
0.3066624,Sa
4.599936,Sa
6.56257536,Sa
2.48396544,Sa
3.31195392,Sa
5.88791808,Sa
1.47197952,Sa
3.2199552,Sa
4.1399424,Sa
0.3066624,Sa
1.533312,Sa
8.52521472,Sa
3.25062144,Sa
10.18119168,Sa
9.966528,Sa
0.3066624,Sa
13.09448448,Sa
6.19458048,Sa
6.37857792,Sa
1.31864832,Sa
4.17060864,Sa
2.6066304,Sa
6.01058304,Sa
4.84526592,Sa
2.299968,Sa
4.7532672,Sa
1.44131328,Sa
1.90130688,Sa
36.4928256,Sa
2.48396544,Sa
0.64399104,Sa
1.50264576,Sa
1.62531072,Sa
6.899904,Sa
1.34931456,Sa
1.87064064,Sa
3.34262016,Sa
3.12795648,Sa
8.06522112,Sa
2.85196032,Sa
0.3066624,Sa
5.9799168,Sa
2.08530432,Sa
0.42932736,Sa
3.71061504,Sa
4.23194112,Sa
1.44131328,Sa
2.82129408,Sa
0.82798848,Sa
1.44131328,Sa
7.8198912,Sa
4.01727744,Sa
4.38527232,Sa
4.38527232,Sa
2.9132928,Sa
0.9199872,Sa
0.73598976,Sa
1.93197312,Sa
4.38527232,Sa
0.36799488,Sa
2.85196032,Sa
4.23194112,Sa
3.18928896,Sa
9.90519552,Sa
2.17730304,Sa
2.42263296,Sa
2.79062784,Sa
16.03844352,Sa
4.66126848,Sa
0.39866112,Sa
1.04265216,Sa
3.34262016,Sa
0.33732864,Sa
2.85196032,Sa
5.366592,Sa
4.07860992,Sa
0.33732864,Sa
0.33732864,Sa
1.59464448,Sa
5.12126208,Sa
9.56786688,Sa
3.00529152,Sa
1.28798208,Sa
3.55728384,Sa
1.16531712,Sa
1.04265216,Sa
7.08390144,Sa
2.88262656,Sa
1.04265216,Sa
1.19598336,Sa
1.10398464,Sa
5.85725184,Sa
3.066624,Sa
0.3066624,Sa
1.533312,Sa
3.9866112,Sa
2.36130048,Sa
0.3066624,Sa
0.73598976,Sa
7.85055744,Sa
0.3066624,Sa
3.6799488,Sa
0.73598976,Sa
17.44909056,Sa
1.77864192,Sa
0.64399104,Sa
0.4599936,Sa
3.15862272,Sa
0.42932736,Sa
1.8399744,Sa
3.80261376,Sa
0.73598976,Sa
0.73598976,Sa
10.8865152,Sa
0.73598976,Sa
2.11597056,Sa
13.9531392,Sa
2.57596416,Sa
5.33592576,Sa
0.36799488,Sa
1.31864832,Sa
1.74797568,Sa
0.36799488,Sa
2.02397184,Sa
2.23863552,Sa
0.95065344,Sa
1.13465088,Sa
3.58795008,Sa
37.38214656,Sa
5.42792448,Sa
0.9199872,Sa
0.39866112,Sa
11.28517632,Sa
3.9866112,Sa
1.41064704,Sa
3.40395264,Sa
0.3066624,Sa
1.62531072,Sa
4.81459968,Sa
13.6464768,Sa
2.17730304,Sa
1.65597696,Sa
1.47197952,Sa
2.79062784,Sa
0.39866112,Sa
5.79591936,Sa
0.33732864,Sa
0.3066624,Sa
1.8399744,Sa
0.70532352,Sa
2.20796928,Sa
27.2929536,Sa
0.49065984,Sa
0.95065344,Sa
1.34931456,Sa
1.71730944,Sa
13.12515072,Sa
3.92527872,Sa
1.50264576,Sa
8.2798848,Sa
1.3799808,Sa
0.36799488,Sa
0.98131968,Sa
0.70532352,Sa
5.91858432,Sa
0.88932096,Sa
5.73458688,Sa
0.64399104,Sa
2.51463168,Sa
0.3066624,Sa
4.20127488,Sa
2.7599616,Sa
8.70921216,Sa
2.9132928,Sa
0.70532352,Sa
0.36799488,Sa
1.65597696,Sa
1.0733184,Sa
1.31864832,Sa
0.36799488,Sa
2.26930176,Sa
0.98131968,Sa
1.25731584,Sa
1.80930816,Sa
1.62531072,Sa
2.11597056,Sa
0.73598976,Sa
4.04794368,Sa
0.3066624,Sa
2.54529792,Sa
2.6066304,Sa
10.24252416,Sa
7.72789248,Sa
2.9132928,Sa
1.9933056,Sa
0.4599936,Sa
0.52132608,Sa
3.55728384,Sa
0.98131968,Sa
0.3066624,Sa
2.97462528,Sa
4.26260736,Sa
10.45718784,Sa
0.3066624,Sa
1.87064064,Sa
4.53860352,Sa
3.28128768,Sa
9.8131968,Sa
4.69193472,Sa
0.3066624,Sa
0.36799488,Sa
4.38527232,Sa
2.88262656,Sa
3.2199552,Sa
3.15862272,Sa
0.82798848,Sa
5.02926336,Sa
0.33732864,Sa
1.19598336,Sa
1.3799808,Sa
0.70532352,Sa
1.62531072,Sa
0.9199872,Sa
2.4532992,Sa
0.33732864,Sa
8.37188352,Sa
1.9933056,Sa
7.72789248,Sa
5.42792448,Sa
1.16531712,Sa
0.79732224,Sa
3.40395264,Sa
0.33732864,Sa
0.42932736,Sa
1.01198592,Sa
4.32393984,Sa
0.73598976,Sa
0.39866112,Sa
1.0733184,Sa
1.87064064,Sa
1.59464448,Sa
0.9199872,Sa
0.3066624,Sa
1.41064704,Sa
3.95594496,Sa
0.33732864,Sa
2.66796288,Sa
4.9065984,Sa
2.39196672,Sa
0.39866112,Sa
9.59853312,Sa
0.3066624,Sa
0.3066624,Sa
1.65597696,Sa
0.79732224,Sa
0.73598976,Sa
2.94395904,Sa
2.11597056,Sa
8.37188352,Sa
0.3066624,Sa
1.8399744,Sa
0.33732864,Sa
1.96263936,Sa
0.36799488,Sa
0.3066624,Sa
1.41064704,Sa
1.01198592,Sa
1.93197312,Sa
4.10927616,Sa
2.82129408,Sa
0.42932736,Sa
1.34931456,Sa
0.85865472,Sa
0.88932096,Sa
5.02926336,Sa
0.36799488,Sa
9.41453568,Sa
0.98131968,Sa
2.82129408,Sa
12.75715584,Sa
1.13465088,Sa
5.55058944,Sa
2.36130048,Sa
5.02926336,Sa
3.49595136,Sa
2.05463808,Sa
1.62531072,Sa
8.67854592,Sa
2.08530432,Sa
3.71061504,Sa
6.34791168,Sa
0.33732864,Sa
1.56397824,Sa
14.19846912,Sa
0.33732864,Sa
2.08530432,Sa
4.78393344,Sa
4.38527232,Sa
1.44131328,Sa
0.73598976,Sa
0.6133248,Sa
1.50264576,Sa
1.31864832,Sa
1.31864832,Sa
1.50264576,Sa
0.39866112,Sa
2.57596416,Sa
1.80930816,Sa
1.47197952,Sa
0.3066624,Sa
0.42932736,Sa
7.91188992,Sa
0.67465728,Sa
6.22524672,Sa
5.6732544,Sa
1.34931456,Sa
7.72789248,Sa
7.42123008,Sa
8.77054464,Sa
0.36799488,Sa
0.3066624,Sa
0.70532352,Sa
2.94395904,Sa
1.56397824,Sa
4.78393344,Sa
2.88262656,Sa
10.36518912,Sa
4.01727744,Sa
8.24921856,Sa
1.9933056,Sa
3.43461888,Sa
2.23863552,Sa
4.32393984,Sa
2.42263296,Sa
0.73598976,Sa
0.766656,Sa
1.6866432,Sa
4.04794368,Sa
1.50264576,Sa
1.56397824,Sa
2.4532992,Sa
1.533312,Sa
5.09059584,Sa
0.73598976,Sa
4.66126848,Sa
2.42263296,Sa
0.36799488,Sa
3.2199552,Sa
0.3066624,Sa
3.43461888,Sa
1.47197952,Sa
0.79732224,Sa
2.88262656,Sa
0.6133248,Sa
0.3066624,Sa
3.55728384,Sa
0.79732224,Sa
2.48396544,Sa
0.3066624,Sa
0.42932736,Sa
0.58265856,Sa
1.96263936,Sa
0.79732224,Sa
1.50264576,Sa
0.3066624,Sa
0.67465728,Sa
5.91858432,Sa
0.3066624,Sa
0.3066624,Sa
1.41064704,Sa
0.3066624,Sa
2.20796928,Sa
0.3066624,Sa
0.39866112,Sa
3.55728384,Sa
0.33732864,Sa
2.82129408,Sa
0.33732864,Sa
4.50793728,Sa
3.2199552,Sa
1.74797568,Sa
9.38386944,Sa
0.3066624,Sa
1.71730944,Sa
1.44131328,Sa
4.4466048,Sa
0.3066624,Sa
0.9199872,Sa
1.25731584,Sa
1.10398464,Sa
0.6133248,Sa
4.93726464,Sa
2.85196032,Sa
1.01198592,Sa
0.3066624,Sa
5.61192192,Sa
0.67465728,Sa
0.70532352,Sa
0.36799488,Sa
0.3066624,Sa
1.04265216,Sa
0.33732864,Sa
0.39866112,Sa
2.6066304,Sa
1.71730944,Sa
0.766656,Sa
1.96263936,Sa
5.33592576,Sa
0.33732864,Sa
1.8399744,Sa
1.10398464,Sa
3.46528512,Sa
0.64399104,Sa
0.3066624,Sa
1.04265216,Sa
1.04265216,Sa
0.39866112,Sa
0.4599936,Sa
2.23863552,Sa
0.95065344,Sa
0.36799488,Sa
3.55728384,Sa
1.16531712,Sa
0.42932736,Sa
0.36799488,Sa
0.42932736,Sa
11.28517632,Sa
0.33732864,Sa
0.3066624,Sa
11.8065024,Sa
0.4599936,Sa
0.33732864,Sa
1.10398464,Sa
0.79732224,Sa
3.5266176,Sa
0.36799488,Sa
2.63729664,Sa
2.72929536,Sa
0.3066624,Sa
5.88791808,Sa
1.8399744,Sa
0.52132608,Sa
1.19598336,Sa
0.3066624,Sa
1.6866432,Sa
0.3066624,Sa
0.3066624,Sa
0.6133248,Sa
1.25731584,Sa
1.34931456,Sa
0.36799488,Sa
8.40254976,Sa
0.39866112,Sa
1.19598336,Sa
1.0733184,Sa
2.66796288,Sa
1.0733184,Sa
0.52132608,Sa
0.3066624,Sa
0.64399104,Sa
2.11597056,Sa
1.34931456,Sa
2.51463168,Sa
1.77864192,Sa
3.49595136,Sa
0.33732864,Sa
0.42932736,Sa
2.54529792,Sa
0.49065984,Sa
5.2132608,Sa
5.2132608,Sa
0.33732864,Sa
0.42932736,Sa
0.4599936,Sa
1.01198592,Sa
0.36799488,Sa
0.36799488,Sa
0.6133248,Sa
0.42932736,Sa
0.85865472,Sa
0.88932096,Sa
0.9199872,Sa
1.16531712,Sa
1.0733184,Sa
0.33732864,Sa
5.18259456,Sa
1.10398464,Sa
8.31055104,Sa
1.62531072,Sa
5.33592576,Sa
0.42932736,Sa
0.33732864,Sa
0.73598976,Sa
1.56397824,Sa
2.20796928,Sa
1.62531072,Sa
3.74128128,Sa
0.3066624,Sa
13.98380544,Sa
2.08530432,Sa
2.05463808,Sa
1.9933056,Sa
0.3066624,Sa
1.10398464,Sa
0.33732864,Sa
0.9199872,Sa
1.62531072,Sa
0.73598976,Sa
1.44131328,Sa
4.63060224,Sa
0.64399104,Sa
2.11597056,Sa
0.67465728,Sa
0.36799488,Sa
4.78393344,Sa
1.8399744,Sa
1.01198592,Sa
1.04265216,Sa
2.299968,Sa
3.25062144,Sa
1.31864832,Sa
5.5199232,Sa
1.0733184,Sa
0.3066624,Sa
10.30385664,Sa
0.67465728,Sa
0.85865472,Sa
1.28798208,Sa
0.33732864,Sa
2.23863552,Sa
1.44131328,Sa
1.71730944,Sa
1.50264576,Sa
0.3066624,Sa
10.51852032,Sa
0.3066624,Sa
3.28128768,Sa
2.20796928,Sa
0.73598976,Sa
1.56397824,Sa
0.9199872,Sa
0.9199872,Sa
0.73598976,Sa
1.10398464,Sa
2.299968,Sa
0.73598976,Sa
0.3066624,Sa
0.33732864,Sa
2.9132928,Sa
10.2731904,Sa
3.31195392,Sa
1.13465088,Sa
7.3598976,Sa
2.26930176,Sa
0.3066624,Sa
0.33732864,Sa
3.89461248,Sa
5.55058944,Sa
0.73598976,Sa
0.3066624,Sa
1.50264576,Sa
13.21714944,Sa
1.59464448,Sa
10.70251776,Sa
10.02786048,Sa
0.67465728,Sa
6.62390784,Sa
1.31864832,Sa
0.64399104,Sa
2.20796928,Sa
0.42932736,Sa
1.71730944,Sa
8.64787968,Sa
6.2865792,Sa
2.97462528,Sa
3.12795648,Sa
2.42263296,Sa
2.42263296,Sa
0.70532352,Sa
0.70532352,Sa
0.36799488,Sa
0.82798848,Sa
1.87064064,Sa
0.36799488,Sa
2.20796928,Sa
